,entities,context_annotations,source,geo,conversation_id,public_metrics,text,id,lang,created_at,possibly_sensitive,author_id,reply_settings,attachments,referenced_tweets,in_reply_to_user_id
401,"{'annotations': [{'start': 0, 'end': 14, 'probability': 0.9967, 'type': 'Person', 'normalized_text': 'Serena Williams'}, {'start': 34, 'end': 45, 'probability': 0.5172, 'type': 'Place', 'normalized_text': 'Steubenville'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.39939764, 43.07665674]}, 'place_id': '93e191cd736864c0'}",347111829954236417,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Serena Williams's comments on the Steubenville rape case are not okay. Actually. Not. Okay.,347111829954236417,en,2013-06-18T22:01:23.000Z,False,460570965,everyone,,,
402,,,Twitter Web Client,{'place_id': '93e191cd736864c0'},338127900006035456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Arguments for abortion like ""rape"" and ""bad life"" assume that it's a baby, just justify its death. And these done by ""human rights"" lovers.",338127900006035456,en,2013-05-25T03:02:28.000Z,False,327131982,everyone,,,
403,"{'mentions': [{'start': 0, 'end': 9, 'username': 'WoeMajor', 'id': '166045052'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.5055401, 43.0403387]}, 'place_id': '93e191cd736864c0'}",335512850250485762,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",@WoeMajor I was like yoooo he just threatened to rape another dude....how is that okay?,335514747371941888,en,2013-05-17T21:58:43.000Z,False,32116337,everyone,,"[{'type': 'replied_to', 'id': '335513873971027968'}]",166045052
404,"{'mentions': [{'start': 0, 'end': 11, 'username': 'danieltosh', 'id': '25521487'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.31432554, 43.11907821]}, 'place_id': '93e191cd736864c0'}",334481783326380033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@danieltosh I need more rape jokes this season.  Seriously. Like full on no holding back rape jokes.,334481783326380033,en,2013-05-15T01:34:06.000Z,False,1401213770,everyone,,,25521487
405,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.33979889, 43.10298752]}, 'place_id': '93e191cd736864c0'}",329420414088519680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Rape Sloths Dad That's Creative Lmfao,329420414088519680,en,2013-05-01T02:22:01.000Z,False,33017366,everyone,,,
406,"{'hashtags': [{'start': 126, 'end': 132, 'tag': 'stoic'}, {'start': 133, 'end': 140, 'tag': 'steady'}], 'annotations': [{'start': 34, 'end': 40, 'probability': 0.4465, 'type': 'Other', 'normalized_text': 'Rectify'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},329347861449932801,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Through the first two episodes of Rectify, sure do hope he didn't rape that girl because I want to like the character SO MUCH #stoic #steady",329347861449932801,en,2013-04-30T21:33:43.000Z,False,28626484,everyone,,,
407,,,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.34518333, 43.0969679]}, 'place_id': '93e191cd736864c0'}",327589307214868481,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Home girl is my home girl, it is not like that but if she tried to rape me I would not fight back.",327589307214868481,en,2013-04-26T01:05:51.000Z,False,414223156,everyone,,,
408,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51336888, 43.06425711]}, 'place_id': '93e191cd736864c0'}",322719008010948608,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Like a REALLY BAD RAPE APOLOGIST. Like perpetuating rape culture apologist.... I have a sad now...,322719008010948608,en,2013-04-12T14:33:01.000Z,False,18386639,everyone,,,
409,"{'annotations': [{'start': 69, 'end': 80, 'probability': 0.9973, 'type': 'Person', 'normalized_text': 'Marshall Lee'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.5134156, 43.06465883]}, 'place_id': '93e191cd736864c0'}",322715174790381569,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I wake up and the first thing I find out is that the voice actor for Marshall Lee is a rape apologist... ugh...,322715174790381569,en,2013-04-12T14:17:48.000Z,False,18386639,everyone,,,
410,"{'annotations': [{'start': 0, 'end': 5, 'probability': 0.9735, 'type': 'Person', 'normalized_text': 'Ryback'}, {'start': 18, 'end': 21, 'probability': 0.8218, 'type': 'Person', 'normalized_text': 'Cena'}], 'hashtags': [{'start': 24, 'end': 28, 'tag': 'Raw'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},321458796159434754,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Ryback might rape Cena. #Raw,321458796159434754,en,2013-04-09T03:05:24.000Z,False,131125923,everyone,,,
411,,,Twitter for Android,"{'place_id': 'ca4cf01e05357810', 'coordinates': {'type': 'Point', 'coordinates': [-89.5013251, 43.0952337]}}",319460959318056960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",This school day is going to rape me. All 3 classes &amp; then for the cherry on top Coach C. Is going to chew me out for not bringing a form!,319460959318056960,en,2013-04-03T14:46:42.000Z,False,409378891,everyone,,,
412,,,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.38127472, 43.07509054]}}",317483793508356097,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Drugs? Just say ""no."" If only that worked with rape.",317483793508356097,en,2013-03-29T03:50:09.000Z,False,335116208,everyone,,,
413,"{'mentions': [{'start': 0, 'end': 14, 'username': 'jerrydantonio', 'id': '14144174'}, {'start': 63, 'end': 77, 'username': 'TorbjornLunde', 'id': '1500568307459661826'}, {'start': 78, 'end': 91, 'username': 'lindseybieda', 'id': '14928483'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},316255060889841664,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@jerrydantonio and we “disallow” rape and death threats by...? @TorbjornLunde @lindseybieda,316281384740220929,en,2013-03-25T20:12:13.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '316281162039439360'}]",14144174
414,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Brock', 'id': '12725'}], 'annotations': [{'start': 7, 'end': 14, 'probability': 0.8302, 'type': 'Organization', 'normalized_text': 'Facebook'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},316255060889841664,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@Brock Facebook doesn’t encourage angry mobs to threaten people with rape and murder, though.",316260316449239040,en,2013-03-25T18:48:29.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '316260130800926720'}]",12725
415,"{'mentions': [{'start': 0, 'end': 14, 'username': 'anywavewilldo', 'id': '41858226'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},316150855168573440,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@anywavewilldo mass-ignoring and blocking doesn’t help with rape and death threats or doxxing.,316256484767961088,en,2013-03-25T18:33:16.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '316256322964291584'}]",41858226
416,"{'mentions': [{'start': 0, 'end': 10, 'username': 'coderoshi', 'id': '134567015'}, {'start': 125, 'end': 133, 'username': 'shanley', 'id': '50462250'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},315155186899374080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@coderoshi You know that it’s not unusual for rape victims to be fired for coming forward, right? This bullshit is systemic. @shanley",315157598947119104,en,2013-03-22T17:46:41.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '315156728054427648'}]",134567015
417,,,Tweetbot for Mac,,314418096242835456,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","And no matter what, rape, death, or other violent threats against *anyone* for *any reason* are _not okay_.",314418096242835456,en,2013-03-20T16:48:10.000Z,False,9510922,everyone,,,
418,"{'mentions': [{'start': 0, 'end': 10, 'username': 'raganwald', 'id': '18137723'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},313345735397625856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@raganwald example: how many rape victims don’t tell husbands/fathers out of fear of their retribution instead of getting their support?,313346287888109571,en,2013-03-17T17:49:11.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '313345735397625856'}]",18137723
419,"{'mentions': [{'start': 0, 'end': 13, 'username': 'EdgeofSports', 'id': '50684256'}]}",,Twitter for Android,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.45476885, 43.07054932]}}",313315167112929282,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@EdgeofSports On second read, my takeaway message is that rape culture in poisons everything it affects, both on large and small scales.",313324781200097282,en,2013-03-17T16:23:43.000Z,False,70782785,everyone,,"[{'type': 'replied_to', 'id': '313315731867574272'}]",50684256
420,"{'urls': [{'start': 114, 'end': 136, 'url': 'http://t.co/8uJXcs5ez2', 'expanded_url': 'http://www.thenation.com/blog/173324/steubenville-and-challenging-rape-culture-sports', 'display_url': 'thenation.com/blog/173324/st…'}], 'mentions': [{'start': 37, 'end': 50, 'username': 'EdgeofSports', 'id': '50684256'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.45476207, 43.07016687]}, 'place_id': '93e191cd736864c0'}",313315167112929282,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Agree with overall message of latest @EdgeofSports column, although that anecdotal lead raises some questions,no? http://t.co/8uJXcs5ez2""",313315167112929282,en,2013-03-17T15:45:31.000Z,False,70782785,everyone,,,
421,"{'annotations': [{'start': 0, 'end': 4, 'probability': 0.975, 'type': 'Person', 'normalized_text': 'Errol'}, {'start': 38, 'end': 48, 'probability': 0.9478, 'type': 'Person', 'normalized_text': 'chris brown'}]}",,Twitter for Android,{'place_id': '6f1f0ea4554abc81'},312024700735852544,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Errol admitting he wanna rape folks...chris brown beats women to a pulp. ...and a gentleman like myself gets no love,312024700735852544,en,2013-03-14T02:17:40.000Z,False,135627420,everyone,,,
422,"{'annotations': [{'start': 135, 'end': 139, 'probability': 0.9954, 'type': 'Person', 'normalized_text': 'Obama'}]}",,Twitter for Android,{'place_id': '6f1f0ea4554abc81'},312023393874616320,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","""@Lvl54Charizard: dont wanna rape you I just wanna do stuff to you that you wouldnt let me"" but I get unfollowed for talking bad about Obama",312023393874616320,en,2013-03-14T02:12:28.000Z,False,135627420,everyone,,,
423,"{'annotations': [{'start': 39, 'end': 56, 'probability': 0.4112, 'type': 'Person', 'normalized_text': 'Louise Erdrich NYT'}], 'urls': [{'start': 95, 'end': 117, 'url': 'http://t.co/qpeIYssiP0', 'expanded_url': 'http://nyti.ms/X9Leqh', 'display_url': 'nyti.ms/X9Leqh'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'mediaengage', 'id': '22544400'}, {'start': 121, 'end': 136, 'username': 'rosebudshirley', 'id': '19907843'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},306875796667109376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@mediaengage webinar, addt'l info from Louise Erdrich NYT editorial about rape on reservations http://t.co/qpeIYssiP0 cc:@rosebudshirley",306875796667109376,en,2013-02-27T21:17:46.000Z,False,20749224,everyone,,,22544400
424,"{'annotations': [{'start': 13, 'end': 20, 'probability': 0.9505, 'type': 'Person', 'normalized_text': 'Louis CK'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'jenniebrand', 'id': '48028762'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},306093029297639425,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@jenniebrand Louis CK has more support than ever and he makes rape jokes and uses the N-word as a white dude. :(,306098843336978433,en,2013-02-25T17:50:25.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '306098705990295553'}]",48028762
425,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.40045701, 43.07063432]}, 'place_id': '93e191cd736864c0'}",305444606189895680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Pistol_Petey69 you need to stop retweeting ""the rape sloth"" considering that you told me you would rape me in front of everyone last night",305445344555180032,en,2013-02-23T22:33:39.000Z,False,335429185,everyone,,"[{'type': 'replied_to', 'id': '305444606189895680'}]",471310459
426,"{'annotations': [{'start': 17, 'end': 21, 'probability': 0.7774, 'type': 'Place', 'normalized_text': 'Delhi'}], 'urls': [{'start': 114, 'end': 135, 'url': 'https://t.co/xKXBmShG', 'expanded_url': 'https://www.facebook.com/photo.php?fbid=10151515603539515&set=a.457229709514.237696.71819504514', 'display_url': 'facebook.com/photo.php?fbid…'}], 'mentions': [{'start': 60, 'end': 69, 'username': 'uwsoasia', 'id': '309901570'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},304325407820353536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Symposium on the Delhi gang rape case of December 2012 from @uwsoasia; Thu, 2/21 @ 12pm, 206 Ingraham: readings @ https://t.co/xKXBmShG",304325407820353536,en,2013-02-20T20:23:25.000Z,False,873800426,everyone,,,
427,"{'annotations': [{'start': 8, 'end': 17, 'probability': 0.8071, 'type': 'Person', 'normalized_text': 'Spooderman'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},304308373036351489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Why did Spooderman change his name to Rape Sloth? So misunderstood.....,304308373036351489,en,2013-02-20T19:15:44.000Z,False,360257736,everyone,,,
428,"{'urls': [{'start': 14, 'end': 34, 'url': 'http://t.co/R83VsGkn', 'expanded_url': 'https://twitter.com/goddessvmarie/status/303263954547912704/photo/1', 'display_url': 'pic.twitter.com/R83VsGkn'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.39963646, 43.07634551]}, 'place_id': '93e191cd736864c0'}",303263954547912704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Rape whistle! http://t.co/R83VsGkn,303263954547912704,en,2013-02-17T22:05:35.000Z,False,394276208,everyone,{'media_keys': ['3_303263954556301312']},,
429,"{'mentions': [{'start': 0, 'end': 15, 'username': 'Carlys_Secrets', 'id': '727098037'}, {'start': 16, 'end': 24, 'username': 'lo_1991', 'id': '258443198'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.4201841, 43.059348]}, 'place_id': '93e191cd736864c0'}",299391161225842688,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@Carlys_Secrets @lo_1991 lmao! Mom I honestly thought he was going to rape me. At one point, he said let's get it on",299407124046413826,en,2013-02-07T06:39:55.000Z,False,225493743,everyone,,"[{'type': 'replied_to', 'id': '299406493600608256'}]",727098037
430,"{'hashtags': [{'start': 104, 'end': 113, 'tag': 'goodlook'}]}",,Twitter for Android,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.39325018, 43.07484884]}}",299272251575005184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",riding the bus wearing a guard whistle... looks like im just riding the bus mid day with a rape whistle #goodlook,299272251575005184,en,2013-02-06T21:43:59.000Z,False,454594053,everyone,,,
431,"{'mentions': [{'start': 17, 'end': 28, 'username': 'kyla_munoz', 'id': '325711035'}]}",,Twitter for Android,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.396712, 43.0716374]}}",298670325397327872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","""I love rape!"" - @kyla_munoz",298670325397327872,en,2013-02-05T05:52:09.000Z,False,159617564,everyone,,,
432,,,Twitter for iPhone,"{'place_id': 'ca4cf01e05357810', 'coordinates': {'type': 'Point', 'coordinates': [-89.51737473, 43.09992567]}}",296978325539262467,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Roundabout rape right now,296978325539262467,en,2013-01-31T13:48:45.000Z,False,838338896,everyone,,,
433,,,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},294199554386042880,"{'retweet_count': 2, 'reply_count': 5, 'like_count': 3, 'quote_count': 0}",I think it’s pretty sweet when dudes tell me I’m overreacting about gang rape and homophobia.,294199554386042880,en,2013-01-23T21:46:54.000Z,False,9510922,everyone,,,
434,"{'mentions': [{'start': 0, 'end': 11, 'username': 'eladmeidar', 'id': '16815376'}, {'start': 46, 'end': 57, 'username': 'knowtheory', 'id': '14227842'}, {'start': 58, 'end': 69, 'username': 'hiro_asari', 'id': '14284130'}, {'start': 70, 'end': 76, 'username': 'qrush', 'id': '5743852'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},294154051711541249,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@eladmeidar homophobia and rape aren’t funny. @knowtheory @hiro_asari @qrush,294196316077178881,en,2013-01-23T21:34:02.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '294196204462546944'}]",16815376
435,"{'mentions': [{'start': 0, 'end': 10, 'username': 'CrowChick', 'id': '122206972'}]}",,Tweetbot for Mac,,292007049859067904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CrowChick and will falsely accuse you of rape right after taking your job.,292007241521958914,en,2013-01-17T20:35:26.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '292007130259660800'}]",9550352
436,,,Tweetbot for Mac,,285183364128968705,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","For women, we're raised understanding that rape + sexual assault is something we always need to protect against. It's in our blood.",285183364128968705,en,2012-12-30T00:39:47.000Z,False,9510922,everyone,,,
437,,,Tweetbot for Mac,,285183072251559936,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","On top of rarely seeing justice and being blamed for crimes against them, we don't support rape or sexual assault victims in any real way.",285183072251559936,en,2012-12-30T00:38:37.000Z,False,9510922,everyone,,,
438,"{'mentions': [{'start': 58, 'end': 71, 'username': 'wirehead2501', 'id': '11797632'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},279307576347328512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@laurenvoswinkel aside from the copious amount of rape :/ @wirehead2501,279309036741079040,en,2012-12-13T19:37:18.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '279308364314468353'}]",19539935
439,"{'mentions': [{'start': 0, 'end': 16, 'username': 'luminousalicorn', 'id': '870268201'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.31850195, 43.11982707]}, 'place_id': '93e191cd736864c0'}",278645798152065024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@luminousalicorn this is why I feel uncomfortable when people say ""rape"" when two people get drunk and have sex in a normal context.",278703174733398019,en,2012-12-12T03:29:49.000Z,False,15664855,everyone,,"[{'type': 'replied_to', 'id': '278645798152065024'}]",870268201
440,"{'urls': [{'start': 110, 'end': 130, 'url': 'http://t.co/pM9W28rT', 'expanded_url': 'http://goodmenproject.com/featured-content/id-rather-risk-rape-than-quit-partying/', 'display_url': 'goodmenproject.com/featured-conte…'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},278643704124805120,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",In case you missed it: some are ballsy enough to write that they’d rather “accidentally” rape than not drink. http://t.co/pM9W28rT,278643704124805120,en,2012-12-11T23:33:30.000Z,False,9510922,everyone,,,
441,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.2752582, 43.04151954]}, 'place_id': '93e191cd736864c0'}",274233361806008320,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@murphydirty15 does her ghost kill the guys or does she kill the guys after the rape? Or do they kill her after the rape?,274233361806008320,en,2012-11-29T19:28:23.000Z,False,230629025,everyone,,,384035075
442,"{'mentions': [{'start': 46, 'end': 53, 'username': 'JZSean', 'id': '1337236884'}, {'start': 64, 'end': 74, 'username': 'rshapiro3', 'id': '427005090'}], 'annotations': [{'start': 38, 'end': 40, 'probability': 0.6884, 'type': 'Person', 'normalized_text': 'Ian'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.39576427, 43.07252324]}, 'place_id': '93e191cd736864c0'}",270795565770633216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Who else would rape me on a Monday at Ian's ? @jzsean @Quest_zc @rshapiro3,270795565770633216,en,2012-11-20T07:47:48.000Z,False,305772717,everyone,,,
443,"{'urls': [{'start': 104, 'end': 124, 'url': 'http://t.co/DN0qBQJr', 'expanded_url': 'https://twitter.com/EboSays/status/268770829062529025/photo/1', 'display_url': 'pic.twitter.com/DN0qBQJr'}], 'hashtags': [{'start': 90, 'end': 103, 'tag': 'PopThatPussy'}], 'mentions': [{'start': 1, 'end': 9, 'username': 'ebosays', 'id': '26552418'}, {'start': 65, 'end': 77, 'username': 'JerodMankin', 'id': '55006822'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.49496862, 43.09698144]}, 'place_id': 'ca4cf01e05357810'}",268775893160316929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","“@EboSays: The original members of 2 Live Crew finally reunited, @JerodMankin and myself. #PopThatPussy http://t.co/DN0qBQJr”
I smell rape..",268775893160316929,en,2012-11-14T18:02:21.000Z,False,55006822,everyone,{'media_keys': ['3_268770829070917632']},,
444,"{'mentions': [{'start': 17, 'end': 30, 'username': 'chachabigboy', 'id': '383220934'}], 'annotations': [{'start': 46, 'end': 49, 'probability': 0.8284, 'type': 'Organization', 'normalized_text': 'NCAA'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.50841345, 43.11377486]}, 'place_id': 'ca4cf01e05357810'}",268230718738538497,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Oh and I whupped @chachabigboy 's ass in some NCAA 13! Like rape 43-13... He beat me once too but that was close so psh whatever,268230718738538497,en,2012-11-13T05:56:01.000Z,False,57520791,everyone,,,
445,"{'mentions': [{'start': 0, 'end': 13, 'username': 'toolshedgirl', 'id': '2814037854'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},268002077488336896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@toolshedgirl most fiction that goes on long enough has this “male character redeemed by rape of woman close to him” bullshit :/,268004707203694592,en,2012-11-12T14:57:56.000Z,False,9510922,everyone,,"[{'type': 'replied_to', 'id': '268004452135485441'}]",15068589
446,"{'hashtags': [{'start': 35, 'end': 51, 'tag': 'browncoatsunite'}]}",,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},268002077488336896,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}","Ugh, rape as a plot line. &gt;&lt; #browncoatsunite",268002077488336896,en,2012-11-12T14:47:29.000Z,False,9510922,everyone,,,
447,"{'annotations': [{'start': 41, 'end': 44, 'probability': 0.9431, 'type': 'Person', 'normalized_text': 'Akin'}, {'start': 47, 'end': 54, 'probability': 0.8205, 'type': 'Person', 'normalized_text': 'Mourdock'}, {'start': 61, 'end': 66, 'probability': 0.8799, 'type': 'Person', 'normalized_text': 'Rivard'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.29098803, 43.1482466]}, 'place_id': '93e191cd736864c0'}",266237041770102785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Last night was a big loss for rape, with Akin, Mourdock, and Rivard all losing.",266237041770102785,en,2012-11-07T17:53:51.000Z,False,12141302,everyone,,,
448,,,Tweetbot for Mac,{'place_id': '93e191cd736864c0'},266193337277640704,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","This election really didn’t go so well for all of the rape apologists, hm?",266193337277640704,en,2012-11-07T15:00:11.000Z,False,9510922,everyone,,,
449,"{'hashtags': [{'start': 68, 'end': 77, 'tag': 'ToddAkin'}, {'start': 78, 'end': 87, 'tag': 'Missouri'}, {'start': 88, 'end': 100, 'tag': 'nerdytweets'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},266038178589310976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@BabyFace_Bow and my senator doesn't think legitimate rape is true. #ToddAkin #Missouri #nerdytweets,266061610320269312,en,2012-11-07T06:16:45.000Z,False,243898626,everyone,,"[{'type': 'replied_to', 'id': '266038178589310976'}]",198861093
450,,,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.38598243, 43.07538318]}}",266021041401368577,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",recent polls suggest that rape is not a good platform to run on,266021041401368577,en,2012-11-07T03:35:33.000Z,False,14155387,everyone,,,
451,"{'mentions': [{'start': 0, 'end': 12, 'username': 'alastairjam', 'id': '137326569'}, {'start': 13, 'end': 25, 'username': 'jamesrquinn', 'id': '31519510'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},266016682647101441,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@alastairjam @jamesrquinn Not sure independents, esp women, like comments babies thru rape can be God-intended, and some rape is legitimate",266020239286865921,en,2012-11-07T03:32:22.000Z,False,28319318,everyone,,"[{'type': 'replied_to', 'id': '266019571134234624'}]",137326569
452,"{'hashtags': [{'start': 125, 'end': 138, 'tag': 'election2012'}]}",,Twitter for Android,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.2814872, 43.0725297]}}",266010713326243841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Love that my 11 yr old understands electoral vs popular, not sure how to answer her ?'s about ""rape comments"" by candidates. #election2012",266010713326243841,en,2012-11-07T02:54:30.000Z,False,207582164,everyone,,,
453,,,Twitter for Android,{'place_id': '93e191cd736864c0'},262445625436688384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","""You took your safety reflectors off, great now you're getting double rape""",262445625436688384,en,2012-10-28T06:48:07.000Z,False,297146299,everyone,,,
